"term","nss.1987","nss.1988","nss.1990","nss.1991","nss.1993","nss.1994","nss.1995","nss.1996","nss.1997","nss.1998","nss.1999","nss.2001","nss.2002","nss.2006","nss.2010","nss.2015","termc"
"treasuri",1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,""
"treat",1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"treat"
"treati",15,23,11,22,8,12,31,38,18,33,41,44,4,8,7,7,"treati"
"treatment",0,0,0,3,1,1,2,2,1,5,3,4,1,2,0,1,"treatment"
"treatyw",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"treatywe"
"tremend",3,0,1,0,0,1,1,1,0,2,1,1,0,0,1,0,"tremendous"
"trend",3,9,10,14,3,1,1,4,5,6,7,13,1,1,4,3,"trend"
"trength",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trength"
"tri",4,2,2,1,0,0,3,6,1,2,0,1,1,4,2,1,"triad"
"triad",3,1,2,1,0,0,1,1,1,1,1,1,0,1,0,0,"triad"
"trial",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"trial"
"tribal",0,1,0,0,0,0,0,0,0,0,2,1,0,1,4,0,"tribal"
"tribun",0,0,0,0,0,0,1,1,2,2,2,3,0,0,1,0,"tribunal"
"tribut",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tribute"
"trident",2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"trident"
"trigger",1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,"trigger"
"trilater",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"trilateral"
"trillion",0,0,1,1,1,1,3,3,3,2,0,0,0,0,0,0,"trillion"
"trip",0,0,0,0,0,1,0,1,1,3,2,3,0,0,0,0,"trip"
"tripl",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"tripled"
"tripoli",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"tripoli"
"triumph",0,0,1,0,0,1,2,2,0,3,0,1,1,1,0,1,"triumph"
"troop",1,2,3,1,1,3,10,10,0,4,4,8,0,1,9,3,"troop"
"troopcontribut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"troopcontributing"
"tropic",0,0,0,0,0,1,1,1,2,1,0,2,0,0,1,0,"tropical"
"troubl",2,3,1,4,1,1,1,1,1,6,2,2,0,1,1,0,"trouble"
"troublemak",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"troublemakers"
"truck",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"trucks"
"true",0,2,1,5,1,1,1,2,0,0,0,2,3,2,4,1,"true"
"truer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"truer"
"truli",0,1,4,5,0,1,1,1,2,3,2,2,4,0,0,1,""
"truman",0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,"truman"
"trument",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trument"
"trust",0,0,3,2,1,2,2,2,0,0,0,3,0,0,0,1,"trust"
"trusteeship",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trusteeship"
"trustworthi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,""
"truth",1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,"truth"
"tsunami",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,"tsunami"
"ttaaaclaal",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ttaaaclaal"
"ttip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"ttip"
"ttlndld",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ttlndld"
"tube",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"tuberculosis"
"tuberculosi",0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,1,"tuberculosis"
"tumultu",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"tumultuous"
"tunisia",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,"tunisia"
"turbul",0,0,3,3,0,0,0,0,0,2,0,0,0,1,0,0,"turbulence"
"ture",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"turkey",1,1,0,1,0,0,0,1,3,3,8,8,0,0,1,1,"turkey"
"turkmenistan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"turkmenistan"
"turmoil",0,0,0,6,2,0,0,0,0,2,1,5,0,0,0,0,"turmoil"
"turn",1,3,1,4,3,5,10,9,2,7,8,3,4,7,5,2,"turn"
"turnout",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"turnout"
"tvvothird",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tvvothirds"
"twelv",1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,"twelve"
"twenti",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"twentieth"
"twentieth",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"twentieth"
"twentyf",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"twentyfirst"
"twentyfirst",0,0,0,0,0,0,0,0,9,7,15,0,6,0,0,0,"twentyfirst"
"twentyfour",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"twentyfour"
"twentyn",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"twentynation"
"twentynin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"twentynine"
"twentyon",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"twentyone"
"twentysix",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"twentysix"
"twice",0,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,"twice"
"twin",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"twin"
"twist",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"twisted"
"two",20,13,4,5,1,7,21,23,8,26,17,23,2,9,9,3,"two"
"twofold",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"twofold"
"twophas",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"twophase"
"twostat",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"twostate"
"twothird",1,0,0,2,0,0,2,2,0,0,0,1,0,0,0,1,"twothirds"
"twotrack",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"twotrack"
"twoway",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"twoway"
"twoyear",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"twoyear"
"type",5,5,0,4,1,2,3,3,0,2,0,0,1,2,0,0,"type"
"typhoon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"typhoon"
"typic",1,1,0,0,0,2,2,2,1,0,0,2,1,0,0,0,"typical"
"tyrann",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"tyrannical"
"tyranni",0,0,2,1,1,1,2,2,1,1,0,0,0,23,1,0,"tyrannical"
"tyrant",0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,"tyrant"
"uae",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uae"
"uaf",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uaf"
"ubvers",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ubversion"
"uce",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uce"
"uch",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uch"
"uganda",0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,"uganda"
"ugli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,""
"ukrain",0,0,0,0,1,10,18,22,9,14,11,12,0,3,0,5,"ukraine"
"ukrainian",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,"ukrainian"
"ular",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ularly"
"uld",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uld"
"ullli",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ulllied"
"ulterior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ulterior"
"ulti",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"ulti"
"ultilater",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ultilateral"
"ultim",6,11,1,7,2,11,12,13,5,12,8,11,5,8,6,5,"ultimate"
"ultimatum",0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,"ultimatum"
"ulyss",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ulysses"
"umbrella",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"umbrella"
"ume",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ume"
"umstanc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"umstances"
"unabl",1,2,0,1,0,1,1,1,0,1,1,0,0,2,1,1,"unable"
"unaccept",3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"unacceptable"
"unaccompani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"unaccompanied"
"unaccount",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"unaccounted"
"unaccustom",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"unaccustomed"
"unachiev",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unachievable"
"unaddress",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"unaddressed"
"unadminist",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"unadministered"
"unaffect",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"unaffected"
"unafraid",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"unafraid"
"unaid",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unaided"
"unanim",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"unanimous"
"unanticip",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,"unanticipated"
"unarm",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"unarmed"
"unattend",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unattended"
"unauthor",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"unauthorized"
"unavail",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,"unavailable"
"unban",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"unbanning"
"unbeliev",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"unbelievers"
"unbound",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"unbounded"
"uncertain",1,0,2,0,2,1,0,0,7,6,6,6,1,0,0,0,"uncertain"
"uncertainti",1,3,8,9,0,2,2,2,0,0,0,2,3,3,0,0,"uncertainties"
"unchalleng",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"unchallenged"
"unchang",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unchanging"
"unchart",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"uncharted"
"uncheck",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unchecked"
"unclassifi",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"unclassified"
"unclearsoviet",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unclearsoviet"
"uncommon",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"uncommon"
"uncondit",0,0,0,1,1,0,1,2,1,2,1,0,0,0,0,0,"unconditional"
"unconstrain",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"unconstrained"
"uncontamin",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"uncontaminated"
"uncontrol",0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,"uncontrolled"
"unconvent",0,0,0,0,1,0,0,0,1,3,2,2,0,0,0,0,"unconventional"
"uncoordin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"uncoordinated"
"uncov",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"uncover"
"unctad",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"unctad"
"und",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"und"
"undemocrat",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"undemocratic"
"undeni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"undeniable"
"under",5,3,3,2,3,0,1,2,0,2,0,0,1,0,2,2,"undercut"
"undercut",0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,"undercut"
"underdevelop",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"underdeveloped"
"underestim",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"underestimated"
"undergird",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"undergird"
"undergo",1,0,1,0,0,0,0,0,1,1,2,4,0,0,0,1,"undergoes"
"undergon",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"undergone"
"underground",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"underground"
"underinvest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"underinvestment"
"underli",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"underli"
"underlin",1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"underline"
"underlyl",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"underlyling"
"undermin",3,5,5,2,1,3,3,6,6,9,9,10,1,2,10,4,"undermine"
"underpin",0,4,2,1,0,1,2,5,3,2,2,1,1,0,9,3,"underpin"
"underrepres",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"underrepresented"
"underscor",1,0,1,1,1,0,0,0,0,5,2,4,1,4,2,0,"underscore"
"undersnd",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"undersnd"
"understand",8,8,7,6,5,5,7,7,3,5,1,7,3,0,6,1,"understand"
"understood",0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,"understood"
"undertak",1,2,0,2,4,6,6,7,2,2,3,4,0,1,2,1,"undertake"
"undertaken",5,2,0,2,2,4,4,6,0,2,1,4,2,1,0,1,"undertaken"
"undertook",1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,"undertook"
"underway",3,1,2,4,1,0,1,0,2,3,3,5,0,0,1,3,"underway"
"underwrit",0,0,0,0,1,3,3,3,1,1,0,0,0,0,3,3,"underwrite"
"underwritten",1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,"underwritten"
"undesir",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undesirable"
"undiplomat",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"undiplomatic"
"undisrupt",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undisrupted"
"undivid",0,0,0,0,0,1,1,1,3,2,1,2,0,0,0,0,"undivided"
"undo",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"undo"
"undoubt",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"undoubted"
"undu",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undue"
"uneduc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"uneducated"
"unemploy",0,1,1,0,0,1,1,2,2,2,1,2,0,0,0,1,"unemployed"
"unequ",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"unequal"
"unequivoc",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"unequivocal"
"uneven",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,"uneven"
"unexpect",1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"unexpected"
"unfair",0,1,1,0,0,2,2,2,0,2,1,1,2,0,0,0,"unfair"
"unfett",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"unfettered"
"unfinish",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"unfinished"
"unfold",1,1,0,0,0,0,2,2,0,0,0,1,0,0,0,2,"unfold"
"unforeseen",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"unforeseen"
"unfortun",1,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,"unfortunate"
"unglamor",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unglamorous"
"ungovern",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"ungoverned"
"unguid",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"unguided"
"unhamp",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"unhampered"
"uni",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uni"
"unido",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"unido"
"unif",0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,"unification"
"unifi",4,0,2,0,0,0,0,0,0,0,0,1,1,2,2,0,"unification"
"uniform",1,0,0,0,0,1,1,2,1,5,3,2,0,0,1,0,"uniform"
"unilater",3,4,5,2,6,5,7,5,5,5,6,4,1,1,1,2,"unilateral"
"unilaterallya",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unilaterallyas"
"unimagin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"unimaginable"
"unimped",1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,"unimpeded"
"uninhibit",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"uninhibited"
"unintend",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"unintended"
"unintent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"unintentional"
"uninterrupt",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"uninterrupted"
"union",50,64,39,35,20,15,19,30,8,5,9,16,7,3,7,2,"union"
"uniqu",1,4,3,5,6,4,7,8,5,5,5,4,1,4,8,5,"unique"
"unit",136,105,79,84,72,74,111,176,78,181,169,275,90,109,143,42,"unit"
"unitari",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,""
"uniti",0,3,7,3,1,1,1,1,0,1,1,1,0,1,4,2,"unitie"
"univers",1,1,1,3,0,4,4,3,3,8,7,8,1,2,26,9,"universal"
"unjustifi",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"unjustified"
"unknow",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"unknowingly"
"unknown",0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,"unknown"
"unlaw",0,0,0,0,0,2,2,2,0,1,1,1,0,0,1,0,"unlawful"
"unleash",0,1,1,2,1,1,1,1,1,0,1,0,3,2,1,0,"unleash"
"unless",3,4,0,1,1,0,1,1,2,1,1,0,0,1,1,0,"unless"
"unlik",1,0,0,1,0,0,0,0,2,3,1,1,0,2,0,0,"unlike"
"unlimit",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,"unlimited"
"unlock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"unlock"
"unlol",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unloll"
"unman",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"unmanageable"
"unmanag",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"unmanageable"
"unmand",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"unmandated"
"unmark",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"unmarked"
"unmatch",1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,"unmatched"
"unmistak",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"unmistakable"
"unnecessari",0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,"unnecessarily"
"unnecessarili",0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,""
"unneed",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"unneeded"
"unoffici",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,"unofficial"
"unparallel",0,0,0,0,0,5,5,4,3,1,1,1,3,0,1,1,"unparalleled"
"unpay",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"unpayable"
"unpopular",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unpopular"
"unpreced",2,3,6,6,6,4,4,7,4,6,5,7,2,5,4,6,"unprecedented"
"unpredict",0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,"unpredictable"
"unprepar",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"unprepared"
"unproduct",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"unproductive"
"unprofor",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"unprofor"
"unprotect",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"unprotected"
"unprovok",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"unprovoked"
"unratifi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unratified"
"unreadi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"unrealist",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unrealistic"
"unrel",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"unrelenting"
"unreli",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"unreliable"
"unresolv",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"unresolved"
"unrest",1,0,1,0,0,2,2,2,2,2,1,0,0,0,0,0,"unrest"
"unrestrain",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"unrestrained"
"unrestrict",0,1,0,0,0,1,1,2,2,4,1,1,0,0,1,0,"unrestricted"
"unreward",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unrewarding"
"unriv",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,3,"unrivaled"
"unruli",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,""
"unsafeguard",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"unsafeguarded"
"unsanct",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"unsanctioned"
"unsatisfi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unsatisfied"
"unsc",0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,"unsc"
"unscom",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"unscom"
"unscr",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"unscr"
"unseen",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"unseen"
"unsettl",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unsettled"
"unshak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"unshakable"
"unstabl",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"unstable"
"unsuccess",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unsuccessful"
"unsuit",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,"unsuited"
"unsustain",0,1,0,0,0,1,1,1,0,0,0,3,0,1,0,0,"unsustainable"
"untaet",0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,"untaet"
"untap",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,"untapped"
"unti",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unti"
"unto",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"unto"
"untold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"untold"
"unus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"unusable"
"unusu",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"unusual"
"unvarnish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"unvarnished"
"unveil",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"unveiled"
"unverifi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unverifiable"
"unwav",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"unwavering"
"unwelcom",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"unwelcome"
"unwil",0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,"unwilling"
"unwis",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"unwise"
"unwork",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"unworkable"
"upbring",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"upbringings"
"upcom",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"upcoming"
"updat",1,2,0,0,2,2,2,2,1,2,5,7,0,0,3,0,"update"
"uperior",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uperiority"
"upgrad",4,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,"upgrade"
"upheav",0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,"upheaval"
"upheld",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"upheld"
"uphold",0,0,0,0,0,0,0,0,1,1,3,2,0,4,8,14,"uphold"
"upon",3,6,3,2,5,7,9,11,4,15,6,20,4,5,38,5,"upon"
"upport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"upported"
"upris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"uprisings"
"uproot",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"uprooted"
"upset",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"upsets"
"upsurg",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"upsurge"
"upsw",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"upswing"
"uptod",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uptodate"
"upward",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"upward"
"ural",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"urals"
"uranium",0,0,0,0,1,0,2,2,1,1,1,1,0,0,0,0,"uranium"
"urb",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"urban"
"urban",0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,1,"urban"
"urg",0,0,3,0,1,1,1,2,2,7,6,9,0,3,0,0,"urge"
"urgenc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"urgency"
"urgent",1,0,0,4,0,1,2,2,1,2,1,2,0,1,2,2,"urgent"
"uriti",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"urityth",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"uritythe"
"urr",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"urr"
"uruguay",1,2,2,5,2,7,9,11,5,5,2,2,0,0,0,0,"uruguay"
"uruguayround",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"uruguayround"
"usabl",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"usable"
"usafrica",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,"usafrica"
"usag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"usage"
"usaid",0,0,0,0,0,0,1,1,0,1,0,3,0,4,0,0,"usaid"
"usaidl",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"usaidled"
"usal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"usallied"
"usalso",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"usalso"
"usama",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"usama"
"usasean",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"usasean"
